STATE,DISTRICT,Year,Murder,Infanticide,Rape,Foeticide,Kidnapping and Abduction,Abetment of suicide,Exposure and abandonment,Procuration of minor girls,Selling of girls for prostitution,Prohibition of child marriage act,Other Crimes,Total,Literacy Rate- Total,Literacy Rate - Rural,Literacy Rate - Urban
UTTARAKHAND,CHAMPAWAT,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
UTTARAKHAND,DEHRADUN,2009,1,NA,3,0,3,0,0,0,0,0,0,7,,,
UTTARAKHAND,HARIDWAR,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
UTTARAKHAND,NAINITAL,2009,1,NA,0,0,1,0,0,0,0,0,6,8,,,
UTTARAKHAND,PAURI GARHWAL,2009,0,NA,2,0,0,0,0,0,0,0,1,3,,,
UTTARAKHAND,PITHORAGARH,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
UTTARAKHAND,RUDRA PRAYAG,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
UTTARAKHAND,TEHRI GARHWAL,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
UTTARAKHAND,UDHAMSINGH NAGAR,2009,2,NA,2,0,4,0,0,0,0,0,0,8,,,
UTTARAKHAND,UTTARKASHI,2009,0,NA,0,0,2,1,0,0,0,0,0,3,,,
UTTARAKHAND,TOTAL,2009,5,NA,7,0,10,1,0,0,0,0,10,33,,,
WEST BENGAL,24 PARGANAS NORTH,2009,15,NA,62,0,107,0,0,26,40,0,0,250,,,
WEST BENGAL,24 PARGANAS SOUTH,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,ASANSOL,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,BANKURA,2009,0,NA,3,0,3,0,0,0,0,0,1,7,,,
WEST BENGAL,BIRBHUM,2009,3,NA,20,0,41,0,0,0,0,0,0,64,,,
WEST BENGAL,BURDWAN,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,COOCHBEHAR,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,DAKSHIN DINAJPUR,2009,0,NA,4,0,2,0,0,0,0,0,6,12,,,
WEST BENGAL,DARJEELING,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,HOOGHLY,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,HOWRAH,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,HOWRAH G.R.P.,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,JALPAIGURI,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,KHARAGPUR G.R.P.,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,KOLKATA,2009,2,NA,18,0,44,0,0,15,9,0,57,147,,,
WEST BENGAL,MALDA,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,MURSHIDABAD,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,NADIA,2009,0,NA,2,0,2,0,0,0,0,0,0,4,,,
WEST BENGAL,PASCHIM MIDNAPUR,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,PURAB MIDNAPUR,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,PURULIA,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,SEALDAH G.R.P.,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,SILIGURI G.R.P.,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,UTTAR DINAJPUR,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
WEST BENGAL,TOTAL,2009,20,NA,109,0,199,0,0,41,49,0,64,484,,,
A & N ISLANDS,ANDAMAN,2009,1,NA,12,0,10,0,0,0,0,0,18,41,,,
A & N ISLANDS,NICOBAR,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
A & N ISLANDS,TOTAL,2009,1,NA,12,0,10,0,0,0,0,0,18,41,,,
CHANDIGARH,CHANDIGARH,2009,1,NA,21,0,27,0,9,0,0,0,13,71,,,
CHANDIGARH,TOTAL,2009,1,NA,21,0,27,0,9,0,0,0,13,71,,,
D & N HAVELI,D and N HAVELI,2009,1,NA,2,0,8,0,0,0,0,0,0,11,,,
D & N HAVELI,TOTAL,2009,1,NA,2,0,8,0,0,0,0,0,0,11,,,
DAMAN & DIU,DAMAN,2009,0,NA,1,0,0,0,0,0,0,0,1,2,,,
DAMAN & DIU,DIU,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
DAMAN & DIU,TOTAL,2009,0,NA,1,0,0,0,0,0,0,0,1,2,,,
DELHI,CAW,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
DELHI,CENTRAL,2009,0,NA,20,0,78,0,2,0,2,0,7,109,,,
DELHI,CRIME BRANCH,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
DELHI,EAST,2009,11,NA,31,0,261,0,4,1,0,0,10,318,,,
DELHI,EOW,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
DELHI,GRP(RLY),2009,0,NA,3,0,6,0,0,0,0,0,1,10,,,
DELHI,IGI AIRPORT,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
DELHI,NEW DELHI,2009,0,NA,4,0,46,0,2,0,0,0,1,53,,,
DELHI,NORTH,2009,0,NA,13,0,120,0,3,0,0,0,15,151,,,
DELHI,NORTH-EAST,2009,8,NA,27,0,318,0,3,0,0,0,30,386,,,
DELHI,NORTH-WEST,2009,4,NA,21,0,195,0,1,0,0,0,8,229,,,
DELHI,OUTER,2009,9,NA,31,0,304,0,2,0,0,0,15,361,,,
DELHI,SOUTH,2009,9,NA,26,0,119,0,2,0,0,0,12,168,,,
DELHI,SOUTH-EAST,2009,10,NA,41,0,284,0,2,0,0,0,25,362,,,
DELHI,SOUTH-WEST,2009,11,NA,39,0,215,0,4,0,0,0,33,302,,,
DELHI,STF,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
DELHI,WEST,2009,12,NA,51,0,302,0,3,0,0,0,22,390,,,
DELHI,TOTAL,2009,74,NA,307,0,2248,0,28,1,2,0,179,2839,,,
LAKSHADWEEP,LAKSHADWEEP,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
LAKSHADWEEP,TOTAL,2009,0,NA,0,0,0,0,0,0,0,0,0,0,,,
PUDUCHERRY,KARAIKAL,2009,0,NA,0,0,1,0,0,0,0,0,2,3,,,
PUDUCHERRY,PUDUCHERRY,2009,1,NA,1,0,10,0,4,0,0,0,2,18,,,
PUDUCHERRY,TOTAL,2009,1,NA,1,0,11,0,4,0,0,0,4,21,,,
ANDHRA PRADESH,ADILABAD,2010,4,NA,2,0,2,0,5,0,0,0,0,13,,,
ANDHRA PRADESH,ANANTAPUR,2010,0,NA,4,0,2,0,0,0,0,0,0,6,,,
ANDHRA PRADESH,CHITTOOR,2010,0,NA,1,0,4,0,0,0,0,0,0,5,,,
ANDHRA PRADESH,CUDDAPAH,2010,6,NA,26,0,37,0,0,0,0,0,0,69,,,
ANDHRA PRADESH,CYBERABAD,2010,6,NA,11,0,16,1,2,3,0,0,0,39,,,
ANDHRA PRADESH,EAST GODAVARI,2010,1,NA,12,0,3,0,0,0,0,0,0,16,,,
ANDHRA PRADESH,GUNTAKAL RLY.,2010,0,NA,0,0,2,0,1,0,0,0,0,3,,,
ANDHRA PRADESH,GUNTUR,2010,3,NA,18,0,19,0,0,1,0,0,0,41,,,
ANDHRA PRADESH,GUNTUR URBAN,2010,1,NA,2,0,5,0,4,0,0,0,12,24,,,
ANDHRA PRADESH,HYDERABAD CITY,2010,2,NA,15,0,33,2,12,0,1,0,21,86,,,
ANDHRA PRADESH,KARIMNAGAR,2010,7,NA,46,0,103,0,0,0,1,0,110,267,,,
ANDHRA PRADESH,KHAMMAM,2010,1,NA,16,0,6,2,0,0,0,0,60,85,,,
ANDHRA PRADESH,KRISHNA,2010,2,NA,23,0,30,1,0,0,0,0,46,102,,,
ANDHRA PRADESH,KURNOOL,2010,2,NA,25,0,56,0,0,0,0,0,1,84,,,
ANDHRA PRADESH,MAHABOOBNAGAR,2010,14,NA,58,0,62,0,0,0,0,0,0,134,,,
ANDHRA PRADESH,MEDAK,2010,2,NA,22,1,0,0,16,21,0,0,2,64,,,
ANDHRA PRADESH,NALGONDA,2010,0,NA,44,0,60,0,1,0,0,0,0,105,,,
ANDHRA PRADESH,NELLORE,2010,1,NA,14,0,19,0,8,29,1,0,107,179,,,
ANDHRA PRADESH,NIZAMABAD,2010,2,NA,13,0,15,0,1,2,0,0,4,37,,,
ANDHRA PRADESH,PRAKASHAM,2010,0,NA,10,0,5,0,0,23,0,0,7,45,,,
ANDHRA PRADESH,RAJAHMUNDRY,2010,0,NA,1,0,1,0,0,0,0,0,0,2,,,
ANDHRA PRADESH,RANGA REDDY,2010,3,NA,4,0,0,0,0,0,0,0,3,10,,,
ANDHRA PRADESH,SECUNDERABAD RLY.,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ANDHRA PRADESH,SRIKAKULAM,2010,3,NA,8,0,3,0,0,0,0,0,2,16,,,
ANDHRA PRADESH,TIRUPATHI URBAN,2010,2,NA,9,0,6,0,1,3,0,0,0,21,,,
ANDHRA PRADESH,VIJAYAWADA CITY,2010,2,NA,16,0,54,0,4,0,0,0,112,188,,,
ANDHRA PRADESH,VIJAYAWADA RLY.,2010,1,NA,0,0,0,0,0,0,0,0,0,1,,,
ANDHRA PRADESH,VISAKHA RURAL,2010,1,NA,0,0,0,0,0,0,0,0,8,9,,,
ANDHRA PRADESH,VISAKHAPATNAM,2010,1,NA,6,0,1,0,0,0,0,0,1,9,,,
ANDHRA PRADESH,VIZIANAGARAM,2010,0,NA,11,0,3,0,0,0,0,0,80,94,,,
ANDHRA PRADESH,WARANGAL,2010,0,NA,0,0,6,0,0,0,0,0,0,6,,,
ANDHRA PRADESH,WARANGAL URBAN,2010,1,NA,0,0,0,0,0,0,0,0,0,1,,,
ANDHRA PRADESH,WEST GODAVARI,2010,1,NA,29,0,28,3,0,0,0,0,1,62,,,
ANDHRA PRADESH,TOTAL,2010,69,NA,446,1,581,9,55,82,3,0,577,1823,,,
ARUNACHAL PRADESH,ANJAW,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,CHANGLANG,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,DIBANG VALLEY,2010,0,NA,2,0,0,0,0,0,0,0,0,2,,,
ARUNACHAL PRADESH,K/KUMEY,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,KAMENG EAST,2010,0,NA,0,0,1,0,0,0,0,0,0,1,,,
ARUNACHAL PRADESH,KAMENG WEST,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,LOHIT,2010,0,NA,2,0,2,0,0,0,0,0,0,4,,,
ARUNACHAL PRADESH,PAPUM PARE,2010,0,NA,4,0,0,0,0,0,0,0,2,6,,,
ARUNACHAL PRADESH,RURAL,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,SIANG EAST,2010,0,NA,4,0,2,0,0,0,0,0,1,7,,,
ARUNACHAL PRADESH,SIANG UPPER,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,SIANG WEST,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,SUBANSIRI LOWER,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,SUBANSIRI UPPER,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,TAWANG,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,TIRAP,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ARUNACHAL PRADESH,TOTAL,2010,0,NA,12,0,5,0,0,0,0,0,3,20,,,
ASSAM,BARPETA,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,BASKA,2010,1,NA,0,0,0,0,0,0,0,0,0,1,,,
ASSAM,BONGAIGAON,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,C.I.D.,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,CACHAR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,CHIRANG,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,DARRANG,2010,0,NA,1,0,0,0,0,0,0,0,1,2,,,
ASSAM,DHEMAJI,2010,1,NA,0,0,0,0,0,0,0,0,1,2,,,
ASSAM,DHUBRI,2010,1,NA,16,0,4,0,0,75,3,0,0,99,,,
ASSAM,DIBRUGARH,2010,0,NA,4,0,0,0,0,0,0,0,0,4,,,
ASSAM,G.R.P.,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,GOALPARA,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,GOLAGHAT,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,GUWAHATI CITY,2010,1,NA,4,0,2,0,0,0,0,0,0,7,,,
ASSAM,HAILAKANDI,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,JORHAT,2010,0,NA,2,0,0,0,0,0,0,0,0,2,,,
ASSAM,KAMRUP,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,KARBI ANGLONG,2010,0,NA,0,0,4,0,0,0,0,0,0,4,,,
ASSAM,KARIMGANJ,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,KOKRAJHAR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,LAKHIMPUR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,MORIGAON,2010,0,NA,0,0,1,0,0,0,0,0,9,10,,,
ASSAM,N.C.HILLS,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,NAGAON,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,NALBARI,2010,0,NA,4,0,0,0,0,0,0,0,0,4,,,
ASSAM,R.P.O.,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,SIBSAGAR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,SONITPUR,2010,4,NA,4,0,4,0,0,0,0,0,22,34,,,
ASSAM,TINSUKIA,2010,2,NA,4,0,2,0,0,0,0,0,20,28,,,
ASSAM,UDALGURI,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
ASSAM,TOTAL,2010,10,NA,39,0,17,0,0,75,3,0,53,197,,,
BIHAR,ARARIA,2010,4,NA,1,0,2,0,0,0,0,0,5,12,,,
BIHAR,ARWAL,2010,1,NA,1,0,9,0,0,0,0,0,0,11,,,
BIHAR,AURANGABAD,2010,3,NA,7,0,32,0,0,0,0,0,0,42,,,
BIHAR,BAGAHA,2010,0,NA,0,0,5,0,0,0,0,0,1,6,,,
BIHAR,BANKA,2010,2,NA,0,0,28,0,0,0,0,0,0,30,,,
BIHAR,BEGUSARAI,2010,0,NA,0,0,6,0,0,0,0,0,0,6,,,
BIHAR,BETTIAH,2010,0,NA,0,0,7,0,0,0,0,0,0,7,,,
BIHAR,BHABHUA,2010,0,NA,0,0,6,0,0,0,0,0,0,6,,,
BIHAR,BHAGALPUR,2010,1,NA,1,0,47,0,0,80,0,0,0,129,,,
BIHAR,BHOJPUR,2010,11,NA,5,0,49,0,0,0,0,0,0,65,,,
BIHAR,BUXAR,2010,6,NA,2,0,18,0,0,0,0,0,0,26,,,
BIHAR,DARBHANGA,2010,12,NA,9,0,77,0,0,21,0,0,0,119,,,
BIHAR,GAYA,2010,0,NA,2,0,0,0,0,0,0,0,0,2,,,
BIHAR,GOPALGANJ,2010,3,NA,2,0,73,0,0,0,0,0,0,78,,,
BIHAR,JAMALPUR RLY.,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
BIHAR,JAMUI,2010,3,NA,2,0,31,0,0,27,0,0,0,63,,,
BIHAR,JEHANABAD,2010,1,NA,1,0,6,0,0,0,0,0,0,8,,,
BIHAR,KATIHAR,2010,20,NA,11,0,92,0,0,0,0,0,0,123,,,
BIHAR,KATIHAR RLY.,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
BIHAR,KHAGARIA,2010,5,NA,0,0,19,0,0,0,0,0,0,24,,,
BIHAR,KISHANGANJ,2010,0,NA,2,0,23,0,0,0,0,0,0,25,,,
BIHAR,LAKHISARAI,2010,3,NA,0,0,10,0,0,0,0,0,0,13,,,
BIHAR,MADHEPURA,2010,13,NA,0,0,42,0,0,0,0,0,0,55,,,
BIHAR,MADHUBANI,2010,0,NA,0,0,51,0,0,0,0,0,0,51,,,
BIHAR,MOTIHARI,2010,5,NA,8,0,13,0,0,0,0,0,0,26,,,
BIHAR,MUNGER,2010,11,NA,3,0,52,0,0,0,0,0,0,66,,,
BIHAR,MUZAFFARPUR,2010,16,NA,9,0,130,0,0,0,0,0,0,155,,,
BIHAR,MUZAFFARPUR RLY.,2010,1,NA,0,0,0,0,0,0,0,0,0,1,,,
BIHAR,NALANDA,2010,2,NA,2,0,6,0,0,0,0,0,0,10,,,
BIHAR,NAUGACHIA,2010,0,NA,1,0,11,0,0,0,0,0,0,12,,,
BIHAR,NAWADAH,2010,3,NA,2,0,26,0,0,0,0,0,0,31,,,
BIHAR,PATNA,2010,18,NA,8,0,133,0,0,9,0,6,0,174,,,
BIHAR,PATNA RLY.,2010,0,NA,2,0,0,0,0,0,0,0,0,2,,,
BIHAR,PURNEA,2010,2,NA,3,0,42,0,0,0,0,0,0,47,,,
BIHAR,ROHTAS,2010,0,NA,0,0,80,0,0,0,0,0,0,80,,,
BIHAR,SAHARSA,2010,3,NA,3,0,17,0,0,15,0,0,2,40,,,
BIHAR,SAMASTIPUR,2010,6,NA,5,0,6,0,0,0,0,1,0,18,,,
BIHAR,SARAN,2010,6,NA,9,0,36,0,0,0,0,1,0,52,,,
BIHAR,SHEIKHPURA,2010,2,NA,0,0,16,0,0,0,0,0,0,18,,,
BIHAR,SHEOHAR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
BIHAR,SITAMARHI,2010,12,NA,0,0,24,0,0,0,0,0,0,36,,,
BIHAR,SIWAN,2010,2,NA,1,0,3,0,0,0,0,0,0,6,,,
BIHAR,SUPAUL,2010,4,NA,0,0,1,0,0,0,0,0,0,5,,,
BIHAR,VAISHALI,2010,21,NA,12,0,130,0,0,0,0,0,0,163,,,
BIHAR,TOTAL,2010,202,NA,114,0,1359,0,0,152,0,8,8,1843,,,
CHHATTISGARH,BALRAMPUR,2010,1,NA,4,0,0,0,0,0,0,0,22,27,,,
CHHATTISGARH,BILASPUR,2010,3,NA,22,2,32,0,0,0,0,0,58,117,,,
CHHATTISGARH,BIZAPUR,2010,2,NA,1,0,1,0,0,0,0,0,0,4,,,
CHHATTISGARH,DANTEWADA,2010,0,NA,3,0,5,0,0,0,0,0,11,19,,,
CHHATTISGARH,DHAMTARI,2010,2,NA,22,2,4,0,0,0,0,0,45,75,,,
CHHATTISGARH,DURG,2010,8,NA,53,0,29,0,0,0,0,0,213,303,,,
CHHATTISGARH,GRP RAIPUR,2010,0,NA,1,0,1,0,5,0,0,0,0,7,,,
CHHATTISGARH,JAGDALPUR,2010,4,NA,18,0,5,0,0,0,0,0,42,69,,,
CHHATTISGARH,JANJGIR,2010,6,NA,12,0,7,1,0,0,0,0,55,81,,,
CHHATTISGARH,JASHPUR,2010,2,NA,9,0,3,0,0,0,0,0,35,49,,,
CHHATTISGARH,KABIRDHAM,2010,0,NA,1,0,0,0,0,0,0,1,41,43,,,
CHHATTISGARH,KANKER,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
CHHATTISGARH,KORBA,2010,1,NA,10,0,1,0,0,0,0,0,25,37,,,
CHHATTISGARH,KORIYA,2010,1,NA,19,0,5,0,0,0,0,0,45,70,,,
CHHATTISGARH,MAHASAMUND,2010,2,NA,11,0,6,0,0,0,0,0,6,25,,,
CHHATTISGARH,NARAYANPUR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
CHHATTISGARH,RAIGARH,2010,3,NA,15,0,11,0,1,0,0,1,11,42,,,
CHHATTISGARH,RAIPUR,2010,8,NA,71,5,37,0,0,0,0,0,96,217,,,
CHHATTISGARH,RAJNANDGAON,2010,2,NA,19,0,13,0,0,0,0,0,54,88,,,
CHHATTISGARH,SARGUJA,2010,3,NA,56,0,25,0,0,0,0,0,23,107,,,
CHHATTISGARH,SURAJPUR,2010,4,NA,35,0,1,0,0,11,0,0,32,83,,,
CHHATTISGARH,TOTAL,2010,52,NA,382,9,186,1,6,11,0,2,814,1463,,,
GOA,NORTH GOA,2010,2,NA,8,0,6,1,3,1,0,0,23,44,,,
GOA,SOUTH GOA,2010,0,NA,15,0,8,0,1,0,0,0,11,35,,,
GOA,TOTAL,2010,2,NA,23,0,14,1,4,1,0,0,34,79,,,
GUJARAT,AHMEDABAD COMMR.,2010,0,NA,0,0,70,0,17,0,0,1,1,89,,,
GUJARAT,AHMEDABAD RURAL,2010,3,NA,0,0,26,0,0,0,0,0,0,29,,,
GUJARAT,AHWA-DANG,2010,0,NA,1,0,0,0,0,0,0,0,0,1,,,
GUJARAT,AMRELI,2010,2,NA,1,0,6,0,2,0,0,0,3,14,,,
GUJARAT,ANAND,2010,1,NA,3,0,19,0,5,0,0,0,0,28,,,
GUJARAT,BHARUCH,2010,1,NA,7,0,22,0,3,0,0,0,1,34,,,
GUJARAT,BHAVNAGAR,2010,7,NA,2,10,32,0,0,0,0,1,25,77,,,
GUJARAT,CID CRIME,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
GUJARAT,DAHOD,2010,2,NA,0,0,30,0,0,0,0,1,0,33,,,
GUJARAT,GANDHINAGAR,2010,1,NA,4,0,14,0,2,0,0,0,0,21,,,
GUJARAT,HIMATNAGAR,2010,0,NA,0,0,0,0,0,0,0,2,0,2,,,
GUJARAT,JAMNAGAR,2010,5,NA,2,0,4,0,8,0,0,3,0,22,,,
GUJARAT,JUNAGADH,2010,6,NA,4,0,58,0,9,0,0,1,7,85,,,
GUJARAT,KHEDA NORTH,2010,4,NA,3,0,48,0,8,0,0,0,0,63,,,
GUJARAT,KUTCH,2010,4,NA,0,0,16,0,6,0,0,1,0,27,,,
GUJARAT,MEHSANA,2010,1,NA,1,0,1,0,0,0,0,0,22,25,,,
GUJARAT,NARMADA,2010,0,NA,1,0,1,0,0,0,0,0,0,2,,,
GUJARAT,NAVSARI,2010,1,NA,0,0,1,0,4,0,0,0,0,6,,,
GUJARAT,PALANPUR,2010,1,NA,2,0,1,0,0,0,0,0,14,18,,,
GUJARAT,PANCHMAHAL,2010,4,NA,1,0,1,0,0,0,0,0,21,27,,,
GUJARAT,PATAN,2010,1,NA,3,0,23,0,7,0,0,2,2,38,,,
GUJARAT,PORBANDAR,2010,0,NA,1,0,9,0,1,0,0,0,0,11,,,
GUJARAT,RAJKOT COMMR.,2010,1,NA,2,0,24,0,13,0,0,0,1,41,,,
GUJARAT,RAJKOT RURAL,2010,3,NA,12,0,32,0,3,0,0,0,1,51,,,
GUJARAT,SURAT COMMR.,2010,9,NA,15,0,13,10,15,0,0,0,0,62,,,
GUJARAT,SURAT RURAL,2010,0,NA,5,0,12,0,0,0,0,0,0,17,,,
GUJARAT,SURENDRANAGAR,2010,3,NA,18,0,23,0,3,0,0,1,2,50,,,
GUJARAT,TAPI,2010,1,NA,1,0,0,0,0,0,0,0,1,3,,,
GUJARAT,VADODARA COMMR.,2010,2,NA,3,0,33,0,3,0,0,1,11,53,,,
GUJARAT,VADODARA RURAL,2010,1,NA,6,0,41,0,5,0,0,0,5,58,,,
GUJARAT,VALSAD,2010,1,NA,4,0,1,0,0,0,0,0,0,6,,,
GUJARAT,W.RLY,2010,1,NA,0,0,4,0,7,0,0,0,1,13,,,
GUJARAT,TOTAL,2010,66,NA,102,10,565,10,121,0,0,14,118,1006,,,
HARYANA,AMBALA,2010,2,NA,11,0,20,0,0,0,0,0,0,33,,,
HARYANA,BHIWANI,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,FARIDABAD,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,FATEHABAD,2010,1,NA,0,0,1,0,0,0,0,0,0,2,,,
HARYANA,GRP,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,GURGAON,2010,4,NA,13,1,23,0,12,0,0,0,0,53,,,
HARYANA,HISSAR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,JHAJJAR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,JIND,2010,3,NA,11,0,14,0,0,0,0,0,2,30,,,
HARYANA,KAITHAL,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,KARNAL,2010,1,NA,26,0,11,0,0,0,0,0,9,47,,,
HARYANA,KURUKSHETRA,2010,2,NA,4,0,4,0,0,0,0,0,0,10,,,
HARYANA,MAHENDRAGARH,2010,0,NA,4,0,0,0,0,0,0,0,0,4,,,
HARYANA,MEWAT,2010,4,NA,11,1,15,0,7,0,0,0,0,38,,,
HARYANA,PALWAL,2010,7,NA,14,0,20,0,0,0,0,0,0,41,,,
HARYANA,PANCHKULA,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,PANIPAT,2010,1,NA,2,0,0,0,0,0,0,0,0,3,,,
HARYANA,REWARI,2010,4,NA,11,0,15,0,5,0,0,0,7,42,,,
HARYANA,ROHTAK,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,SIRSA,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,SONIPAT,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,YAMUNANAGAR,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HARYANA,TOTAL,2010,29,NA,107,2,123,0,24,0,0,0,18,303,,,
HIMACHAL PRADESH,BADDIPOLICEDIST,2010,2,NA,5,0,3,0,1,1,0,0,1,13,,,
HIMACHAL PRADESH,BILASPUR,2010,0,NA,4,0,4,0,0,0,0,1,8,17,,,
HIMACHAL PRADESH,CHAMBA,2010,0,NA,5,0,15,0,0,0,0,0,1,21,,,
HIMACHAL PRADESH,CID,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HIMACHAL PRADESH,G.R.P.,2010,0,NA,0,0,0,0,0,0,0,0,0,0,,,
HIMACHAL PRADESH,HAMIRPUR,2010,1,NA,5,0,8,1,0,0,0,0,0,15,,,
HIMACHAL PRADESH,KANGRA,2010,0,NA,9,0,16,0,2,0,0,0,9,36,,,
HIMACHAL PRADESH,KINNAUR,2010,0,NA,2,0,1,0,0,0,0,0,0,3,,,
HIMACHAL PRADESH,KULLU,2010,0,NA,13,0,3,0,0,0,0,0,4,20,,,
HIMACHAL PRADESH,LAHAUL-SPITI,2010,0,NA,0,0,0,0,0,0,0,0,1,1,,,
HIMACHAL PRADESH,MANDI,2010,0,NA,12,0,8,0,0,1,0,0,21,42,,,
HIMACHAL PRADESH,SHIMLA,2010,0,NA,0,0,0,0,0,0,0,1,0,1,,,
